,policy,category,fips,state,statename,year,month,day,adopted,ended
5223,Date general public became eligible for COVID-19 vaccination,,25,MA,Massachusetts,2021,04,19,1.0,False
5224,Date general public became eligible for COVID-19 vaccination,,26,MI,Michigan,2021,04,05,1.0,False
5225,Date general public became eligible for COVID-19 vaccination,,27,MN,Minnesota,2021,03,30,1.0,False
5226,Date general public became eligible for COVID-19 vaccination,,28,MS,Mississippi,2021,03,16,1.0,False
5227,Date general public became eligible for COVID-19 vaccination,,29,MO,Missouri,2021,04,09,1.0,False
5228,Date general public became eligible for COVID-19 vaccination,,30,MT,Montana,2021,04,01,1.0,False
5229,Date general public became eligible for COVID-19 vaccination,,31,NE,Nebraska,2021,04,05,1.0,False
5230,Date general public became eligible for COVID-19 vaccination,,32,NV,Nevada,2021,04,05,1.0,False
5231,Date general public became eligible for COVID-19 vaccination,,33,NH,New Hampshire,2021,04,02,1.0,False
5232,Date general public became eligible for COVID-19 vaccination,,34,NJ,New Jersey,2021,04,19,1.0,False
5233,Date general public became eligible for COVID-19 vaccination,,35,NM,New Mexico,2021,04,05,1.0,False
5234,Date general public became eligible for COVID-19 vaccination,,36,NY,New York,2021,04,06,1.0,False
5235,Date general public became eligible for COVID-19 vaccination,,37,NC,North Carolina,2021,04,07,1.0,False
5236,Date general public became eligible for COVID-19 vaccination,,38,ND,North Dakota,2021,03,29,1.0,False
5237,Date general public became eligible for COVID-19 vaccination,,39,OH,Ohio,2021,03,29,1.0,False
5238,Date general public became eligible for COVID-19 vaccination,,40,OK,Oklahoma,2021,03,29,1.0,False
5239,Date general public became eligible for COVID-19 vaccination,,41,OR,Oregon,2021,04,19,1.0,False
5240,Date general public became eligible for COVID-19 vaccination,,42,PA,Pennsylvania,2021,04,13,1.0,False
5241,Date general public became eligible for COVID-19 vaccination,,44,RI,Rhode Island,2021,04,19,1.0,False
5242,Date general public became eligible for COVID-19 vaccination,,45,SC,South Carolina,2021,03,31,1.0,False
5243,Date general public became eligible for COVID-19 vaccination,,46,SD,South Dakota,2021,04,05,1.0,False
5244,Date general public became eligible for COVID-19 vaccination,,47,TN,Tennessee,2021,04,05,1.0,False
5245,Date general public became eligible for COVID-19 vaccination,,48,TX,Texas,2021,03,29,1.0,False
5246,Date general public became eligible for COVID-19 vaccination,,49,UT,Utah,2021,03,24,1.0,False
5247,Date general public became eligible for COVID-19 vaccination,,50,VT,Vermont,2021,04,19,1.0,False
5248,Date general public became eligible for COVID-19 vaccination,,51,VA,Virginia,2021,04,18,1.0,False
5249,Date general public became eligible for COVID-19 vaccination,,53,WA,Washington,2021,04,15,1.0,False
5250,Date general public became eligible for COVID-19 vaccination,,54,WV,West Virginia,2021,03,22,1.0,False
5251,Date general public became eligible for COVID-19 vaccination,,55,WI,Wisconsin,2021,04,05,1.0,False
5252,Date general public became eligible for COVID-19 vaccination,,56,WY,Wyoming,2021,03,31,1.0,False
5100,Date grocery store workers became eligible for COVID-19 vaccination,,1,AL,Alabama,2021,02,08,1.0,False
5101,Date grocery store workers became eligible for COVID-19 vaccination,,2,AK,Alaska,2021,03,03,1.0,False
5102,Date grocery store workers became eligible for COVID-19 vaccination,,4,AZ,Arizona,2021,03,24,1.0,False
5103,Date grocery store workers became eligible for COVID-19 vaccination,,5,AR,Arkansas,2021,03,08,1.0,False
5104,Date grocery store workers became eligible for COVID-19 vaccination,,6,CA,California,2021,03,01,1.0,False
5105,Date grocery store workers became eligible for COVID-19 vaccination,,8,CO,Colorado,2021,03,05,1.0,False
5106,Date grocery store workers became eligible for COVID-19 vaccination,,9,CT,Connecticut,2021,04,05,1.0,False
5107,Date grocery store workers became eligible for COVID-19 vaccination,,10,DE,Delaware,2021,04,06,1.0,False
5108,Date grocery store workers became eligible for COVID-19 vaccination,,11,DC,District of Columbia,2021,02,18,1.0,False
5109,Date grocery store workers became eligible for COVID-19 vaccination,,12,FL,Florida,2021,04,05,1.0,False
5110,Date grocery store workers became eligible for COVID-19 vaccination,,13,GA,Georgia,2021,03,25,1.0,False
5111,Date grocery store workers became eligible for COVID-19 vaccination,,15,HI,Hawaii,2021,03,15,1.0,False
5112,Date grocery store workers became eligible for COVID-19 vaccination,,16,ID,Idaho,2021,03,15,1.0,False
5113,Date grocery store workers became eligible for COVID-19 vaccination,,17,IL,Illinois,2021,01,25,1.0,False
5114,Date grocery store workers became eligible for COVID-19 vaccination,,18,IN,Indiana,2021,03,31,1.0,False
5115,Date grocery store workers became eligible for COVID-19 vaccination,,19,IA,Iowa,2021,04,05,1.0,False
5116,Date grocery store workers became eligible for COVID-19 vaccination,,20,KS,Kansas,2021,01,21,1.0,False
5117,Date grocery store workers became eligible for COVID-19 vaccination,,21,KY,Kentucky,2021,03,01,1.0,False
5118,Date grocery store workers became eligible for COVID-19 vaccination,,22,LA,Louisiana,2021,03,22,1.0,False
5119,Date grocery store workers became eligible for COVID-19 vaccination,,23,ME,Maine,2021,04,07,1.0,False
5120,Date grocery store workers became eligible for COVID-19 vaccination,,24,MD,Maryland,2021,01,25,1.0,False
5121,Date grocery store workers became eligible for COVID-19 vaccination,,25,MA,Massachusetts,2021,03,22,1.0,False
5122,Date grocery store workers became eligible for COVID-19 vaccination,,26,MI,Michigan,2021,04,05,1.0,False
5123,Date grocery store workers became eligible for COVID-19 vaccination,,27,MN,Minnesota,2021,03,10,1.0,False
5124,Date grocery store workers became eligible for COVID-19 vaccination,,28,MS,Mississippi,2021,03,16,1.0,False
5125,Date grocery store workers became eligible for COVID-19 vaccination,,29,MO,Missouri,2021,03,15,1.0,False
5126,Date grocery store workers became eligible for COVID-19 vaccination,,30,MT,Montana,2021,04,01,1.0,False
5127,Date grocery store workers became eligible for COVID-19 vaccination,,31,NE,Nebraska,2021,01,20,1.0,False
5128,Date grocery store workers became eligible for COVID-19 vaccination,,32,NV,Nevada,2021,03,02,1.0,False
5129,Date grocery store workers became eligible for COVID-19 vaccination,,33,NH,New Hampshire,2021,04,02,1.0,False
5130,Date grocery store workers became eligible for COVID-19 vaccination,,34,NJ,New Jersey,2021,03,29,1.0,False
5131,Date grocery store workers became eligible for COVID-19 vaccination,,35,NM,New Mexico,2021,01,08,1.0,False
5132,Date grocery store workers became eligible for COVID-19 vaccination,,36,NY,New York,2021,01,11,1.0,False
5133,Date grocery store workers became eligible for COVID-19 vaccination,,37,NC,North Carolina,2021,03,03,1.0,False
5134,Date grocery store workers became eligible for COVID-19 vaccination,,38,ND,North Dakota,2021,03,08,1.0,False
5135,Date grocery store workers became eligible for COVID-19 vaccination,,39,OH,Ohio,2021,03,29,1.0,False
5136,Date grocery store workers became eligible for COVID-19 vaccination,,40,OK,Oklahoma,2021,03,09,1.0,False
5137,Date grocery store workers became eligible for COVID-19 vaccination,,41,OR,Oregon,2021,03,22,1.0,False
5138,Date grocery store workers became eligible for COVID-19 vaccination,,42,PA,Pennsylvania,2021,04,12,1.0,False
5139,Date grocery store workers became eligible for COVID-19 vaccination,,44,RI,Rhode Island,2021,04,19,1.0,False
5140,Date grocery store workers became eligible for COVID-19 vaccination,,45,SC,South Carolina,2021,03,08,1.0,False
5141,Date grocery store workers became eligible for COVID-19 vaccination,,46,SD,South Dakota,2021,03,22,1.0,False
5142,Date grocery store workers became eligible for COVID-19 vaccination,,47,TN,Tennessee,2021,04,05,1.0,False
5143,Date grocery store workers became eligible for COVID-19 vaccination,,48,TX,Texas,2021,03,29,1.0,False
5144,Date grocery store workers became eligible for COVID-19 vaccination,,49,UT,Utah,2021,03,24,1.0,False
5145,Date grocery store workers became eligible for COVID-19 vaccination,,50,VT,Vermont,2021,04,19,1.0,False
5146,Date grocery store workers became eligible for COVID-19 vaccination,,51,VA,Virginia,2021,01,11,1.0,False
5147,Date grocery store workers became eligible for COVID-19 vaccination,,53,WA,Washington,2021,03,17,1.0,False
5148,Date grocery store workers became eligible for COVID-19 vaccination,,54,WV,West Virginia,2021,03,16,1.0,False
5149,Date grocery store workers became eligible for COVID-19 vaccination,,55,WI,Wisconsin,2021,03,01,1.0,False
5150,Date grocery store workers became eligible for COVID-19 vaccination,,56,WY,Wyoming,2021,02,24,1.0,False
5151,Date incarcerated people became eligible for COVID-19 vaccination,,1,AL,Alabama,2021,04,12,1.0,False
5152,Date incarcerated people became eligible for COVID-19 vaccination,,2,AK,Alaska,2021,02,11,1.0,False
5153,Date incarcerated people became eligible for COVID-19 vaccination,,4,AZ,Arizona,2021,03,24,1.0,False
5154,Date incarcerated people became eligible for COVID-19 vaccination,,5,AR,Arkansas,2021,03,16,1.0,False
5155,Date incarcerated people became eligible for COVID-19 vaccination,,6,CA,California,2021,03,15,1.0,False
5156,Date incarcerated people became eligible for COVID-19 vaccination,,8,CO,Colorado,2021,04,02,1.0,False
5157,Date incarcerated people became eligible for COVID-19 vaccination,,9,CT,Connecticut,2021,04,01,1.0,False
5158,Date incarcerated people became eligible for COVID-19 vaccination,,10,DE,Delaware,2021,04,06,1.0,False
5159,Date incarcerated people became eligible for COVID-19 vaccination,,11,DC,District of Columbia,2021,04,19,1.0,False
5160,Date incarcerated people became eligible for COVID-19 vaccination,,12,FL,Florida,2021,04,05,1.0,False
5161,Date incarcerated people became eligible for COVID-19 vaccination,,13,GA,Georgia,2021,03,25,1.0,False
5162,Date incarcerated people became eligible for COVID-19 vaccination,,15,HI,Hawaii,2021,04,19,1.0,False
5163,Date incarcerated people became eligible for COVID-19 vaccination,,16,ID,Idaho,2021,03,24,1.0,False
5164,Date incarcerated people became eligible for COVID-19 vaccination,,17,IL,Illinois,2021,01,25,1.0,False
5165,Date incarcerated people became eligible for COVID-19 vaccination,,18,IN,Indiana,2021,03,31,1.0,False
5166,Date incarcerated people became eligible for COVID-19 vaccination,,19,IA,Iowa,2021,04,05,1.0,False
5167,Date incarcerated people became eligible for COVID-19 vaccination,,20,KS,Kansas,2021,01,21,1.0,False
5168,Date incarcerated people became eligible for COVID-19 vaccination,,21,KY,Kentucky,2021,04,05,1.0,False
5169,Date incarcerated people became eligible for COVID-19 vaccination,,22,LA,Louisiana,2021,03,29,1.0,False
5170,Date incarcerated people became eligible for COVID-19 vaccination,,23,ME,Maine,2021,04,07,1.0,False
5171,Date incarcerated people became eligible for COVID-19 vaccination,,24,MD,Maryland,2021,04,06,1.0,False
5172,Date incarcerated people became eligible for COVID-19 vaccination,,25,MA,Massachusetts,2021,01,18,1.0,False
5173,Date incarcerated people became eligible for COVID-19 vaccination,,26,MI,Michigan,2021,04,05,1.0,False
5174,Date incarcerated people became eligible for COVID-19 vaccination,,27,MN,Minnesota,2021,03,10,1.0,False
5175,Date incarcerated people became eligible for COVID-19 vaccination,,28,MS,Mississippi,2021,03,16,1.0,False
5176,Date incarcerated people became eligible for COVID-19 vaccination,,29,MO,Missouri,2021,04,09,1.0,False
5177,Date incarcerated people became eligible for COVID-19 vaccination,,30,MT,Montana,2021,04,01,1.0,False
5178,Date incarcerated people became eligible for COVID-19 vaccination,,31,NE,Nebraska,2021,03,29,1.0,False
5179,Date incarcerated people became eligible for COVID-19 vaccination,,32,NV,Nevada,2021,04,05,1.0,False
5180,Date incarcerated people became eligible for COVID-19 vaccination,,33,NH,New Hampshire,2021,04,02,1.0,False
5181,Date incarcerated people became eligible for COVID-19 vaccination,,34,NJ,New Jersey,2020,12,15,1.0,False
5182,Date incarcerated people became eligible for COVID-19 vaccination,,35,NM,New Mexico,2021,01,08,1.0,False
5183,Date incarcerated people became eligible for COVID-19 vaccination,,36,NY,New York,2021,03,30,1.0,False
5184,Date incarcerated people became eligible for COVID-19 vaccination,,37,NC,North Carolina,2021,03,17,1.0,False
5185,Date incarcerated people became eligible for COVID-19 vaccination,,38,ND,North Dakota,2021,02,23,1.0,False
5186,Date incarcerated people became eligible for COVID-19 vaccination,,39,OH,Ohio,2021,03,29,1.0,False
5187,Date incarcerated people became eligible for COVID-19 vaccination,,40,OK,Oklahoma,2021,03,09,1.0,False
5188,Date incarcerated people became eligible for COVID-19 vaccination,,41,OR,Oregon,2021,02,03,1.0,False
5189,Date incarcerated people became eligible for COVID-19 vaccination,,42,PA,Pennsylvania,2021,04,05,1.0,False
5190,Date incarcerated people became eligible for COVID-19 vaccination,,44,RI,Rhode Island,2021,04,19,1.0,False
5191,Date incarcerated people became eligible for COVID-19 vaccination,,45,SC,South Carolina,2021,03,08,1.0,False
5192,Date incarcerated people became eligible for COVID-19 vaccination,,46,SD,South Dakota,2021,04,05,1.0,False
5193,Date incarcerated people became eligible for COVID-19 vaccination,,47,TN,Tennessee,2021,04,05,1.0,False
5194,Date incarcerated people became eligible for COVID-19 vaccination,,48,TX,Texas,2021,03,29,1.0,False
5195,Date incarcerated people became eligible for COVID-19 vaccination,,49,UT,Utah,2021,03,24,1.0,False
5196,Date incarcerated people became eligible for COVID-19 vaccination,,50,VT,Vermont,2021,04,19,1.0,False
5197,Date incarcerated people became eligible for COVID-19 vaccination,,51,VA,Virginia,2021,01,11,1.0,False
5198,Date incarcerated people became eligible for COVID-19 vaccination,,53,WA,Washington,2021,03,31,1.0,False
5199,Date incarcerated people became eligible for COVID-19 vaccination,,54,WV,West Virginia,2021,03,22,1.0,False
5200,Date incarcerated people became eligible for COVID-19 vaccination,,55,WI,Wisconsin,2021,03,01,1.0,False
5201,Date incarcerated people became eligible for COVID-19 vaccination,,56,WY,Wyoming,2021,03,31,1.0,False
3366,Date vaccine allocation plan last updated,,1,AL,Alabama,2021,03,22,1.0,False
3367,Date vaccine allocation plan last updated,,2,AK,Alaska,2021,03,03,1.0,False
3368,Date vaccine allocation plan last updated,,4,AZ,Arizona,2021,04,05,1.0,False
3369,Date vaccine allocation plan last updated,,5,AR,Arkansas,2021,01,12,1.0,False
3370,Date vaccine allocation plan last updated,,6,CA,California,2021,03,25,1.0,False
3371,Date vaccine allocation plan last updated,,8,CO,Colorado,2021,03,16,1.0,False
3372,Date vaccine allocation plan last updated,,9,CT,Connecticut,2021,02,03,1.0,False
3373,Date vaccine allocation plan last updated,,10,DE,Delaware,2021,04,06,1.0,False
3374,Date vaccine allocation plan last updated,,11,DC,District of Columbia,2021,01,11,1.0,False
3375,Date vaccine allocation plan last updated,,12,FL,Florida,2021,03,26,1.0,False
3376,Date vaccine allocation plan last updated,,13,GA,Georgia,2021,03,04,1.0,False
3377,Date vaccine allocation plan last updated,,15,HI,Hawaii,2021,01,07,1.0,False
3378,Date vaccine allocation plan last updated,,16,ID,Idaho,2021,03,24,1.0,False
3379,Date vaccine allocation plan last updated,,17,IL,Illinois,2021,03,20,1.0,False
3380,Date vaccine allocation plan last updated,,18,IN,Indiana,2021,03,17,1.0,False
3381,Date vaccine allocation plan last updated,,19,IA,Iowa,2021,04,05,1.0,False
3382,Date vaccine allocation plan last updated,,20,KS,Kansas,2021,03,29,1.0,False
3383,Date vaccine allocation plan last updated,,21,KY,Kentucky,2021,02,08,1.0,False
3384,Date vaccine allocation plan last updated,,22,LA,Louisiana,2021,03,03,1.0,False
3385,Date vaccine allocation plan last updated,,23,ME,Maine,2021,02,26,1.0,False
3386,Date vaccine allocation plan last updated,,24,MD,Maryland,2021,03,18,1.0,False
3387,Date vaccine allocation plan last updated,,25,MA,Massachusetts,2021,04,19,1.0,False
3388,Date vaccine allocation plan last updated,,26,MI,Michigan,2021,04,05,1.0,False
3389,Date vaccine allocation plan last updated,,27,MN,Minnesota,2021,03,10,1.0,False
3390,Date vaccine allocation plan last updated,,28,MS,Mississippi,2021,03,03,1.0,False
3391,Date vaccine allocation plan last updated,,29,MO,Missouri,2021,03,03,1.0,False
3392,Date vaccine allocation plan last updated,,30,MT,Montana,2021,03,02,1.0,False
3393,Date vaccine allocation plan last updated,,31,NE,Nebraska,2021,02,22,1.0,False
3394,Date vaccine allocation plan last updated,,32,NV,Nevada,2021,01,12,1.0,False
3395,Date vaccine allocation plan last updated,,33,NH,New Hampshire,2021,04,06,1.0,False
3396,Date vaccine allocation plan last updated,,34,NJ,New Jersey,2020,12,28,1.0,False
3397,Date vaccine allocation plan last updated,,35,NM,New Mexico,2021,01,28,1.0,False
3398,Date vaccine allocation plan last updated,,36,NY,New York,2021,03,03,1.0,False
3399,Date vaccine allocation plan last updated,,37,NC,North Carolina,2021,04,16,1.0,False
3400,Date vaccine allocation plan last updated,,38,ND,North Dakota,2021,03,08,1.0,False
